GRD_ID,CLASS,POP,POP_DENS,LOG_POP_DENS,DEM_MEAN,DEM_MAX,LCZ_CL,LU_1_A,LU_2_A,LU_3_A,LU_4_A,VIIRS_MEAN,VIIRS_MAX,SEN2_AUT_MEAN_R,SEN2_AUT_MEAN_G,SEN2_AUT_MEAN_B,SEN2_AUT_MED_R,SEN2_AUT_MED_G,SEN2_AUT_MED_B,SEN2_AUT_STD_R,SEN2_AUT_STD_G,SEN2_AUT_STD_B,SEN2_AUT_MAX_R,SEN2_AUT_MAX_G,SEN2_AUT_MAX_B,SEN2_AUT_MIN_R,SEN2_AUT_MIN_G,SEN2_AUT_MIN_B,SEN2_SPR_MEAN_R,SEN2_SPR_MEAN_G,SEN2_SPR_MEAN_B,SEN2_SPR_MED_R,SEN2_SPR_MED_G,SEN2_SPR_MED_B,SEN2_SPR_STD_R,SEN2_SPR_STD_G,SEN2_SPR_STD_B,SEN2_SPR_MAX_R,SEN2_SPR_MAX_G,SEN2_SPR_MAX_B,SEN2_SPR_MIN_R,SEN2_SPR_MIN_G,SEN2_SPR_MIN_B,SEN2_SUM_MEAN_R,SEN2_SUM_MEAN_G,SEN2_SUM_MEAN_B,SEN2_SUM_MED_R,SEN2_SUM_MED_G,SEN2_SUM_MED_B,SEN2_SUM_STD_R,SEN2_SUM_STD_G,SEN2_SUM_STD_B,SEN2_SUM_MAX_R,SEN2_SUM_MAX_G,SEN2_SUM_MAX_B,SEN2_SUM_MIN_R,SEN2_SUM_MIN_G,SEN2_SUM_MIN_B,SEN2_WIN_MEAN_R,SEN2_WIN_MEAN_G,SEN2_WIN_MEAN_B,SEN2_WIN_MED_R,SEN2_WIN_MED_G,SEN2_WIN_MED_B,SEN2_WIN_STD_R,SEN2_WIN_STD_G,SEN2_WIN_STD_B,SEN2_WIN_MAX_R,SEN2_WIN_MAX_G,SEN2_WIN_MAX_B,SEN2_WIN_MIN_R,SEN2_WIN_MIN_G,SEN2_WIN_MIN_B,aerialway,aeroway,amenity,barrier,boundary,building,craft,emergency,geological,healthcare,highway,historic,landuse,leisure,man_made,military,natural,office,place,power,public Transport,railway,route,shop,sport,telecom,tourism,water,waterway,addr:housenumber,restrictions,other,n,m,k_avg,intersection_count,streets_per_node_avg,streets_per_node_counts_argmin,streets_per_node_counts_min,streets_per_node_counts_argmax,streets_per_node_counts_max,streets_per_node_proportion_argmin,streets_per_node_proportion_min,streets_per_node_proportion_argmax,streets_per_node_proportion_max,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,node_density_km,intersection_density_km,edge_density_km,street_density_km,circuity_avg,self_loop_proportion
1kmN3493E4882,10,919,0.000919,-6.992224435608587,33.36674118041992,48.93592071533203,8,81.26556396484375,334.48834228515625,124.79067993164062,585.1439208984375,2.805742025375366,6.244833469390869,2.9689430622808484,2.559609283686759,2.249874770412423,4.0,3.0,2.0,2.4790733234940867,2.1938517241367332,2.1179749133368952,13,14,15,0,0,0,3.210970111871765,2.7519619302053764,2.740023376189681,5.0,4.0,4.0,2.6334142236158806,2.302221460078787,2.362647509770095,14,14,16,0,0,0,3.0425780597762566,2.760227082985473,2.479796293204208,4.0,4.0,3.0,2.555777591550474,2.3683463217494296,2.3386951417440702,14,15,16,0,0,0,3.541659709467357,2.5928368675905826,2.4005677074636833,5.0,4.0,3.0,2.863536687631323,2.1272207396211242,2.0567600309657497,13,11,13,0,0,0,0.0,0.0,23.0,81.0,0.0,463.0,0.0,0.0,0.0,0.0,238.0,1.0,18.0,4.0,4.0,0.0,9.0,2.0,0.0,4.0,0.0,35.0,0.0,6.0,1.0,0.0,0.0,4.0,12.0,255.0,0.0,0.0,587.0,1430.0,4.872231686541737,380.0,2.4940374787052813,5.0,0.0,4.0,197.0,5.0,0.0,4.0,0.33560477001703576,96750.38599999977,67.65761258741243,49437.80800000005,67.3539618528611,734.0,587.0,380.0,96750.38599999977,49437.80800000005,1.4174125832015758,0.007692307692307694
1kmN3494E4880,10,680,0.00068,-7.293417759794122,43.7190055847168,73.07926940917969,9,3.0930628776550293,1.0295920372009277,1.3891236782073975,9.161633491516113,1.2966452836990356,3.1055307388305664,3.279583365964445,2.76419453363615,2.1515388832328295,4.0,3.0,2.0,1.7711475193779802,1.5771339123917092,1.368903045751677,8,7,7,0,0,0,3.759182394862558,3.213329156551022,3.066489153418435,5.0,4.0,4.0,2.0328280398951697,1.7679389755538522,1.7996734571398225,7,7,8,0,0,0,3.3017464171039235,2.97580076748375,2.339024199232516,4.0,4.0,2.0,1.7885822964813778,1.673467997772494,1.5048766692875633,8,8,8,0,0,0,4.10697783694886,3.039000704832015,2.693633017464171,5.0,4.0,3.0,2.203128729374004,1.664342229675877,1.5830938888179984,12,11,12,0,0,0,0.0,0.0,3.0,4.0,0.0,419.0,0.0,0.0,0.0,0.0,125.0,0.0,18.0,3.0,1.0,0.0,7.0,0.0,2.0,3.0,0.0,30.0,0.0,3.0,1.0,0.0,0.0,4.0,10.0,327.0,0.0,0.0,385.0,890.0,4.623376623376624,227.0,2.3168831168831168,7.0,0.0,4.0,126.0,7.0,0.0,4.0,0.3272727272727273,87493.08599999991,98.30683820224708,43834.572999999975,98.2837959641255,446.0,385.0,227.0,87493.08599999991,43834.572999999975,1.5545634890662945,0.0044943820224719105
1kmN3494E4884,10,595,0.000595,-7.426949152418644,26.86480140686035,37.14665222167969,14,66.88204956054688,0.0,48.795562744140625,216.2007598876953,1.8698451519012451,5.64519739151001,3.3412513584847074,3.0978885266263,2.1346064275733583,4.0,4.0,2.0,1.9544546038041148,1.8609387111919984,1.6953270673941363,13,13,14,0,0,0,3.8808414842415773,3.31889458158671,3.198028256481913,5.0,4.0,4.0,2.194969826283401,1.9409858185324997,1.9837061379502634,13,13,14,0,0,0,3.3714485328365162,3.2446825027169695,2.439993789784195,4.0,4.0,3.0,1.9778626334976555,1.932303302471706,1.8327464135011007,13,13,15,0,0,0,4.473684210526316,3.54238472286912,3.250349324639031,6.0,4.0,4.0,2.489218779876858,2.023947568203059,1.9819011741879864,14,12,14,0,0,0,0.0,11.0,7.0,33.0,0.0,377.0,0.0,1.0,0.0,0.0,152.0,2.0,10.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,422.0,1167.0,5.5308056872037925,309.0,2.815165876777251,5.0,2.0,4.0,201.0,5.0,0.0047393364928909965,4.0,0.476303317535545,106098.31699999963,90.9154387317906,53459.75500000004,89.84832773109251,595.0,422.0,309.0,106098.31699999963,53459.75500000004,1.4593910383793935,0.006855184233076264
1kmN3495E4877,10,626,0.000626,-7.376160186864175,65.32891845703125,102.22955322265625,9,5.449772834777832,0.0,41.139503479003906,352.8091735839844,1.194810152053833,2.2363979816436768,3.4603322465455673,3.0384257102934327,2.6557211613103555,4.0,3.0,3.0,1.9709942501065736,1.8478447705437355,1.9482539555776495,13,13,14,0,0,0,3.8938829374320756,3.3547585778605806,3.2982456140350878,5.0,4.0,4.0,2.143579683449496,1.8934666781083709,1.9525527848958326,14,14,15,0,0,0,3.3979972054028877,3.14058376028567,2.729545101692284,4.0,4.0,3.0,1.9286381494777134,1.8523851534925377,1.9141189901987927,13,14,15,0,0,0,4.142213941934482,3.084226051855302,2.811752833410961,5.0,4.0,3.0,2.7154480536647227,2.376324751407696,2.6934760005348757,106,115,116,0,0,0,0.0,0.0,32.0,12.0,0.0,282.0,0.0,1.0,0.0,0.0,123.0,0.0,30.0,6.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,32.0,0.0,3.0,4.0,0.0,0.0,0.0,11.0,233.0,0.0,0.0,395.0,967.0,4.89620253164557,256.0,2.541772151898734,8.0,0.0,4.0,129.0,8.0,0.0,4.0,0.3265822784810127,131388.13000000012,135.87190279214076,66265.22400000003,131.7400079522863,503.0,395.0,256.0,131388.13000000012,66265.22400000003,1.3678893046237648,0.008273009307135471
1kmN3495E4878,10,612,0.000612,-7.3987782754519476,58.75645065307617,123.2406005859375,14,28.859760284423828,0.0,97.55828857421875,103.73651123046875,1.7778162956237793,3.3009114265441895,3.504580034156187,3.1097655643533613,2.709672411116286,4.0,3.0,3.0,2.0004313651016083,1.919526628835343,2.041682069862112,9,8,9,0,0,0,3.8108989287377737,3.3015059773327122,3.234280391243596,5.0,4.0,4.0,2.109584183431368,1.9038556304939935,1.9729371807869047,9,8,9,0,0,0,3.4260984319205092,3.0755317497283032,2.6877037727061017,4.0,4.0,3.0,1.9181785422583748,1.7926930735048152,1.8170609001852098,9,10,11,0,0,0,4.133053873622108,2.966076696165192,2.658515758422605,5.0,4.0,3.0,2.261473800991377,1.66225566383744,1.624481115042594,9,7,10,0,0,0,0.0,0.0,42.0,12.0,1.0,296.0,0.0,1.0,0.0,0.0,167.0,0.0,26.0,8.0,1.0,0.0,10.0,0.0,3.0,0.0,0.0,32.0,0.0,8.0,4.0,0.0,0.0,3.0,5.0,213.0,0.0,0.0,421.0,1230.0,5.843230403800474,311.0,2.926365795724465,8.0,0.0,4.0,165.0,8.0,0.0,4.0,0.3919239904988123,95272.23400000023,77.45710081300831,47686.358999999924,77.2874538087519,617.0,421.0,311.0,95272.23400000023,47686.358999999924,1.4118089845266633,0.016260162601626018
1kmN3496E4878,10,658,0.000658,-7.326305626638957,61.32316207885742,116.3950424194336,9,63.61016082763672,195.18516540527344,246.15032958984375,173.05682373046875,2.5740201473236084,5.644004821777344,3.4070796460176993,2.857232359620957,2.369723549220769,4.0,3.0,2.0,1.8805674124527916,1.6545296752737384,1.6425297311230174,10,10,10,0,0,0,3.84877437544052,3.3368313885190695,3.303234395802334,5.0,4.0,4.0,2.1168945015196927,1.91580735368377,2.026720177065901,9,9,9,0,0,0,3.43903203069935,3.009711018873835,2.5111598402380766,4.0,4.0,2.0,1.9066388919643695,1.7437175829186138,1.7383166653688489,9,9,10,0,0,0,4.228443887540136,3.0852063591510688,2.806954342548359,5.0,4.0,3.0,2.2829222112333394,1.7299763556270231,1.7394984900306731,10,8,9,0,0,0,0.0,0.0,38.0,19.0,0.0,369.0,0.0,0.0,0.0,2.0,214.0,2.0,54.0,19.0,0.0,0.0,28.0,1.0,2.0,1.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,6.0,13.0,261.0,0.0,0.0,555.0,1566.0,5.6432432432432424,407.0,2.846846846846846,7.0,0.0,4.0,256.0,7.0,0.0,4.0,0.4612612612612613,133232.87600000005,85.07846487867181,67456.90100000004,85.28053223767387,791.0,555.0,407.0,133232.87600000005,67456.90100000004,1.7609438154248909,0.01532567049808429
1kmN3496E4879,10,602,0.000602,-7.415253112655453,66.64900970458984,109.67621612548828,0,81.20010375976562,20.365869522094727,259.1663818359375,134.3289337158203,3.613593339920044,6.462796688079834,3.357819719633487,2.795128827629415,2.2686976270655492,4.0,3.0,2.0,1.850216288258366,1.6193495050695992,1.5226665641382322,10,10,12,0,0,0,3.67812671313337,3.0987547967734357,2.9389928733651813,4.0,4.0,3.0,2.0343417956923684,1.794223949325372,1.8743829840411865,11,10,11,0,0,0,3.3904769363301748,2.892943848382802,2.400031325867335,4.0,3.0,2.0,1.8832948350639798,1.7091484328842736,1.6583097974760845,12,12,13,0,0,0,4.161954734121701,2.933510846581565,2.543817056934764,5.0,3.0,3.0,2.2494432897797236,1.664294540737718,1.637759624237943,11,9,10,0,0,0,0.0,0.0,20.0,34.0,0.0,486.0,0.0,0.0,0.0,0.0,237.0,0.0,29.0,8.0,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0,9.0,1.0,352.0,0.0,0.0,598.0,1686.0,5.638795986622074,441.0,2.9063545150501677,8.0,1.0,4.0,274.0,8.0,0.0016722408026755853,4.0,0.4581939799331104,124317.51099999971,73.7351785290627,67799.11900000005,77.7512832568808,872.0,598.0,441.0,124317.51099999971,67799.11900000005,1.3980860548582816,0.00830367734282325
1kmN3496E4883,10,824,0.000824,-7.1013400280548025,24.553632736206055,36.22918701171875,14,0.0,0.0,28.68354034423828,167.48638916015625,1.7011492252349854,5.362351894378662,3.2227138643067845,2.8360503027480206,2.170703306939916,4.0,3.0,2.0,1.7624407291178497,1.595963562412387,1.3291432987879315,6,6,7,0,0,0,3.4997671169073126,2.9799720540288774,2.7723955907467785,4.0,4.0,3.0,1.9344662179298076,1.6596069887424276,1.602684245822587,6,6,7,0,0,0,3.3684986803291412,3.1478031361589816,2.609532681260674,4.0,4.0,3.0,1.8674799881993158,1.7694421555237545,1.7891917345805135,6,6,7,0,0,0,4.00403664027325,2.8580965688557676,2.5382704548983077,5.0,4.0,3.0,2.1768529751776904,1.6031669995651328,1.4798137831918696,7,6,7,0,0,0,0.0,0.0,4.0,36.0,0.0,178.0,0.0,0.0,0.0,0.0,154.0,0.0,17.0,4.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,151.0,0.0,0.0,403.0,1008.0,5.002481389578164,256.0,2.5459057071960296,5.0,1.0,4.0,151.0,5.0,0.0024813895781637717,4.0,0.3746898263027295,100137.41700000016,99.34267559523826,50568.955999999904,98.38318287937723,514.0,403.0,256.0,100137.41700000016,50568.955999999904,1.4109110908077092,0.008928571428571428
1kmN3500E4876,10,567,0.000567,-7.475151254236522,97.30548858642578,135.58290100097656,8,332.70648193359375,0.0,72.49520111083984,562.7926025390625,7.781154632568359,14.054099082946777,3.77883937661524,3.370976583914167,2.9227034223510064,4.0,4.0,3.0,2.2767530013064095,2.130882379827056,2.185656333413195,16,16,17,0,0,0,4.282637638029603,3.789411856840786,3.811496593311927,5.0,4.0,4.0,2.4811129421960816,2.300182474162591,2.4454463220448743,16,16,18,0,0,0,3.899522280523142,3.694102905474195,3.309891142611011,4.0,4.0,3.0,2.367551666106541,2.31407326442549,2.4116426159753366,17,17,18,0,0,0,4.415772574203149,3.3351867804839848,3.0613986999765057,5.0,4.0,3.0,2.5138922243633015,1.9977550361328393,2.019481114558581,18,16,18,0,0,0,0.0,0.0,57.0,23.0,0.0,469.0,0.0,0.0,0.0,0.0,192.0,0.0,14.0,8.0,1.0,0.0,15.0,1.0,1.0,65.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,4.0,13.0,456.0,0.0,0.0,627.0,1589.0,5.068580542264753,432.0,2.6379585326953747,5.0,5.0,4.0,275.0,5.0,0.007974481658692184,4.0,0.43859649122807015,145208.32799999995,91.38346633102577,74201.40099999987,89.61521859903367,828.0,627.0,432.0,145208.32799999995,74201.40099999987,1.4956335622806332,0.007551919446192573
1kmN3500E4881,10,725,0.000725,-7.2293389031096,29.55970001220703,75.56900024414062,9,4.342990398406982,0.0,0.0,580.39794921875,2.081392288208008,3.809342622756958,3.5069308481478583,3.0357114887618453,2.438640457357663,4.0,3.0,2.0,2.103918540670338,1.9145279995671323,1.8923610156809456,26,19,17,0,0,0,3.83412953246143,3.2553058187798576,3.138616962957162,5.0,4.0,3.0,2.184867512022166,1.9285072834438564,2.0074387462534773,16,18,20,0,0,0,3.524708277860443,3.2332993969770536,2.638499490954656,4.0,4.0,3.0,2.0684589813739787,1.9845909870520213,1.9746080512162816,15,17,21,0,0,0,4.259926384211763,3.1441773044091157,2.8156472707338085,5.0,4.0,3.0,2.3751181072199095,1.8342630872132897,1.8150016105265758,15,14,16,0,0,0,0.0,0.0,4.0,6.0,0.0,321.0,1.0,3.0,0.0,0.0,107.0,1.0,50.0,1.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,8.0,0.0,4.0,1.0,0.0,0.0,2.0,30.0,195.0,0.0,0.0,437.0,1227.0,5.615560640732267,301.0,2.860411899313502,5.0,1.0,4.0,216.0,5.0,0.0022883295194508014,4.0,0.49427917620137296,169516.9620000001,138.15563325183382,85370.31999999988,136.59251199999986,625.0,437.0,301.0,169516.9620000001,85370.31999999988,1.307521337857104,0.004889975550122249
1kmN3502E4876,10,549,0.000549,-7.507412116454743,103.68479919433594,162.7646026611328,0,39.277565002441406,1.9582610130310059,236.44973754882812,419.9828796386719,4.129247188568115,7.2653727531433105,3.677307206068268,3.3149494310998735,2.8533501896333755,4.0,4.0,3.0,2.055759589469359,1.9608730295197359,2.0202791804914035,21,30,32,0,0,0,4.139064475347661,3.685840707964602,3.7537926675094817,5.0,4.0,4.0,2.228302576816142,2.06639367660473,2.227833959067654,9,9,11,0,0,0,3.758770543615676,3.5810682680151706,3.172329329962073,4.0,4.0,3.0,2.102774311053947,2.0810615840123505,2.197989789052878,9,10,11,0,0,0,4.410082174462706,3.316924778761062,3.115281289506953,5.0,4.0,4.0,2.3580710030546377,1.839133672930855,1.8604694999703584,10,9,10,0,0,0,0.0,0.0,195.0,53.0,0.0,293.0,0.0,18.0,0.0,0.0,492.0,0.0,21.0,44.0,14.0,0.0,48.0,0.0,6.0,37.0,0.0,0.0,0.0,14.0,11.0,0.0,2.0,9.0,15.0,289.0,0.0,0.0,1362.0,3594.0,5.277533039647578,961.0,2.644640234948605,7.0,0.0,3.0,494.0,7.0,0.0,3.0,0.3627019089574156,170031.9400000002,47.30994435169733,85212.60399999996,47.31404997223762,1801.0,1362.0,961.0,170031.9400000002,85212.60399999996,1.4061242788226176,0.025598219254312743
1kmN3503E4875,10,550,0.00055,-7.505592279737757,121.33679962158203,167.4232940673828,6,30.469646453857422,0.8922491073608398,45.90914535522461,345.9104919433594,5.758224010467529,8.659697532653809,3.4625905068382945,2.967578439259855,2.408849557522124,4.0,3.0,3.0,1.812846456707719,1.6215546831941983,1.4967980453184835,10,10,11,0,0,0,3.897023330651649,3.385116653258246,3.292759452936444,5.0,4.0,4.0,2.0241540223742795,1.783346727236652,1.8286107416919206,10,10,11,0,0,0,3.5134352373290425,3.2744167337087693,2.684714400643604,4.0,4.0,3.0,1.850077868278514,1.763648409888514,1.6591101467874738,10,10,11,0,0,0,4.194207562349155,3.066934835076428,2.705872888173773,5.0,4.0,3.0,2.1459457357827825,1.618037661574428,1.5117313117957907,12,10,11,0,0,0,0.0,0.0,47.0,81.0,0.0,332.0,1.0,13.0,0.0,3.0,332.0,1.0,28.0,5.0,1.0,0.0,19.0,0.0,1.0,36.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,4.0,11.0,329.0,0.0,0.0,896.0,2450.0,5.46875,668.0,2.821428571428572,7.0,0.0,4.0,357.0,7.0,0.0,4.0,0.3984375,149036.27100000018,60.831131020408236,78258.50799999996,61.864433201580994,1265.0,896.0,668.0,149036.27100000018,78258.50799999996,1.2268929636611088,0.010612244897959184
1kmN3503E4882,10,863,0.000863,-7.055095866880846,23.927215576171875,37.51129150390625,0,2.009852647781372,14.448324203491211,0.0,411.65618896484375,3.7482008934020996,9.203743934631348,3.2807793820835274,2.7379288930290326,2.092144077006676,4.0,3.0,2.0,1.8259846432341111,1.5898111372647183,1.3874373976008911,10,9,10,0,0,0,3.73971433007297,3.1300263934171713,2.9243906225741343,5.0,4.0,3.0,2.0731885366851355,1.767744025717975,1.770709003821317,11,10,11,0,0,0,3.312529110386586,2.9904517931998136,2.2182114578481604,4.0,4.0,2.0,1.8562230961560833,1.7313744911247795,1.5219148393189328,12,13,15,0,0,0,4.061636391864617,2.957770532526005,2.600838379133675,5.0,4.0,3.0,2.222191584319671,1.658441757028987,1.5169054838627671,12,10,10,0,0,0,0.0,0.0,54.0,40.0,0.0,318.0,0.0,2.0,0.0,0.0,171.0,9.0,27.0,8.0,16.0,0.0,23.0,1.0,1.0,25.0,0.0,35.0,0.0,2.0,0.0,0.0,8.0,3.0,34.0,319.0,0.0,0.0,818.0,2249.0,5.49877750611247,570.0,2.767726161369193,9.0,1.0,4.0,320.0,9.0,0.0012224938875305626,4.0,0.3911980440097801,212444.38800000006,94.461710982659,106681.93000000004,94.15880847308037,1133.0,818.0,570.0,212444.38800000006,106681.93000000004,1.3019027673688173,0.004446420631391729
1kmN3505E4884,10,625,0.000625,-7.3777589082278725,24.799785614013672,35.32360076904297,8,88.5966567993164,3.1934947967529297,0.0,736.596923828125,7.613618850708008,11.582331657409668,3.605685644921294,2.99671078392983,2.591119116610541,4.0,3.0,2.0,2.0928338626851217,1.891029763562454,1.914824895993991,14,14,15,0,0,0,4.115435821129298,3.477562847521341,3.4086459393844466,5.0,4.0,4.0,2.302141379212273,2.0396612101729144,2.14502185613052,13,13,13,0,0,0,3.6883859346855665,3.2946980969535593,2.8233221082308715,4.0,4.0,3.0,2.15938429430995,2.045148846759295,2.127272656658153,14,17,19,0,0,0,4.306915185214191,3.097815020753387,2.7665439736862716,5.0,4.0,3.0,2.3819648836205127,1.7999840985514028,1.7558527390923881,16,15,16,0,0,0,0.0,1.0,31.0,53.0,0.0,312.0,0.0,0.0,0.0,1.0,194.0,0.0,31.0,1.0,11.0,0.0,10.0,0.0,1.0,43.0,0.0,33.0,1.0,10.0,0.0,0.0,1.0,1.0,11.0,161.0,0.0,0.0,598.0,1666.0,5.5719063545150505,425.0,2.872909698996656,7.0,0.0,4.0,245.0,7.0,0.0,4.0,0.4096989966555184,108662.94599999985,65.22385714285704,57573.43099999997,67.0237846332945,859.0,598.0,425.0,108662.94599999985,57573.43099999997,1.3392350052000497,0.005402160864345739
1kmN3505E4885,10,870,0.00087,-7.047017346315645,24.042701721191406,34.9216194152832,8,0.0,0.0,0.0,450.5205078125,8.919672012329102,17.499534606933594,3.5495340277233924,3.057013078549612,2.5567389772104314,4.0,3.0,3.0,2.0630844924411806,1.8872289769902897,1.8765474228817944,13,14,15,0,0,0,4.108700759652283,3.4567311457435976,3.3840551335265094,5.0,4.0,4.0,2.2703750384172103,1.987830939136763,2.0570718629072857,14,14,16,0,0,0,3.609053175659801,3.2984572010337536,2.7691283577414048,4.0,4.0,3.0,2.0970724114703554,1.9855689639221956,1.9949695998124553,15,17,19,0,0,0,4.355783538256715,3.233064452972042,2.9221552196726446,5.0,4.0,3.0,2.4087493458328497,1.8482317344226094,1.8045422255448458,15,14,17,0,0,0,0.0,0.0,7.0,20.0,0.0,407.0,0.0,0.0,0.0,0.0,188.0,0.0,14.0,0.0,7.0,0.0,6.0,1.0,2.0,23.0,0.0,130.0,0.0,1.0,0.0,0.0,1.0,2.0,30.0,219.0,0.0,0.0,794.0,2458.0,6.1914357682619645,623.0,3.146095717884131,7.0,0.0,4.0,364.0,7.0,0.0,4.0,0.4584382871536524,178574.88700000054,72.65048291293756,93610.80600000011,74.82878177458042,1251.0,794.0,623.0,178574.88700000054,93610.80600000011,1.1602206096395506,0.009764035801464606
1kmN3506E4875,10,659,0.000659,-7.324787023461767,108.71510314941406,165.28712463378906,11,0.7471562623977661,0.0,0.0,336.4345397949219,3.618597984313965,7.387654781341553,3.1599968674132666,2.49761140261571,1.8385151538883233,4.0,3.0,2.0,1.7033071074209811,1.4067227562027023,1.1976370817704929,7,7,8,0,0,0,3.3676090531756597,2.7127417965384915,2.5244733338554313,4.0,3.0,3.0,1.8359460849421558,1.5518888702747895,1.6081036970432157,7,7,9,0,0,0,3.1238154906413973,2.6039627222178714,1.9147153261805936,4.0,3.0,2.0,1.7024590919518265,1.4679129878577117,1.2625476418361083,7,7,8,0,0,0,3.994596287884721,2.661445688777508,2.220142532696374,5.0,3.0,2.0,2.1239791122961,1.4934380108925918,1.442347009118477,9,7,8,0,0,0,0.0,0.0,12.0,17.0,0.0,283.0,0.0,4.0,0.0,0.0,160.0,2.0,10.0,2.0,1.0,0.0,11.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,270.0,0.0,0.0,512.0,1509.0,5.89453125,395.0,2.98046875,5.0,1.0,4.0,253.0,5.0,0.001953125,4.0,0.494140625,100236.6499999999,66.4258780649436,52212.44700000002,68.43046788990829,763.0,512.0,395.0,100236.6499999999,52212.44700000002,1.2357428406561028,0.002650762094102055
1kmN3506E4876,10,576,0.000576,-7.459402897268383,76.81077575683594,136.11471557617188,12,14.992656707763672,0.0,16.135324478149414,229.31826782226562,5.31559419631958,14.03719711303711,3.2656419810588417,2.6224965067536097,2.0052786834342493,4.0,3.0,2.0,1.9819667743779499,1.6537584400799292,2.0962635423816947,67,34,92,0,0,0,3.61814935569011,3.050690886508306,2.970579102623816,4.0,4.0,3.0,2.020671711474159,1.7446860533817923,1.7794443231089716,11,10,12,0,0,0,3.2632355224344045,2.7489520260829066,2.0651296382549296,4.0,3.0,2.0,1.8187206456159508,1.624273232732615,1.4593906824120821,11,11,11,0,0,0,4.014826890234436,2.7983232417326502,2.4782642446825025,5.0,3.0,3.0,2.1884186573503115,1.5957277757005812,1.5266207365275821,9,7,9,0,0,0,0.0,0.0,12.0,11.0,0.0,276.0,0.0,7.0,0.0,0.0,182.0,0.0,17.0,2.0,9.0,0.0,18.0,0.0,1.0,1.0,0.0,31.0,0.0,4.0,1.0,0.0,0.0,2.0,13.0,211.0,0.0,0.0,504.0,1357.0,5.384920634920635,353.0,2.7896825396825395,6.0,4.0,4.0,246.0,6.0,0.007936507936507936,4.0,0.4880952380952381,165820.96499999973,122.19673176123786,86023.744,122.3666344238976,703.0,504.0,353.0,165820.96499999973,86023.744,1.3930920822804431,0.004421518054532056
1kmN3506E4883,10,744,0.000744,-7.203469523131182,24.923118591308594,38.19157791137695,10,0.0,13.216723442077637,0.0,914.6353759765625,5.929276466369629,10.474024772644043,3.6103845250215367,3.039862166183726,2.667397603571149,4.0,3.0,3.0,2.0898200204959743,1.8818310999188679,1.948238431991819,19,20,22,0,0,0,4.059832406609758,3.4179653849165947,3.3622053410603807,5.0,4.0,4.0,2.2796550878136452,2.017239482283266,2.1646495319876933,19,19,23,0,0,0,3.701621113634584,3.3127104706711568,2.929438483828021,4.0,4.0,3.0,2.17005832637418,2.054438589410924,2.1750373287521283,18,19,22,0,0,0,4.328530033675308,3.1498159605294074,2.8408645939384445,5.0,4.0,3.0,2.43265976718001,1.8769492609743512,1.897206375665257,24,23,29,0,0,0,0.0,1.0,17.0,35.0,0.0,224.0,0.0,3.0,0.0,0.0,198.0,3.0,27.0,6.0,18.0,0.0,17.0,1.0,3.0,24.0,0.0,95.0,4.0,2.0,1.0,0.0,1.0,3.0,15.0,119.0,0.0,0.0,622.0,1854.0,5.961414790996785,487.0,3.0578778135048235,9.0,1.0,4.0,221.0,9.0,0.001607717041800643,4.0,0.3553054662379421,127538.30299999953,68.79088619201701,65120.14800000012,68.4754447949528,951.0,622.0,487.0,127538.30299999953,65120.14800000012,1.1854805001972781,0.004314994606256742
1kmN3506E4887,10,631,0.000631,-7.368204695423061,23.35664176940918,40.931663513183594,9,0.0,0.0,0.0,184.14476013183594,4.602336406707764,15.293261528015137,3.213720729892709,2.4601769911504423,1.8869136189208238,4.0,3.0,2.0,1.7254085613071382,1.4914589633828113,1.1763822786591283,9,9,8,0,0,0,3.622679927950505,2.9404808520635917,2.5683295481243635,4.0,4.0,3.0,1.9690627796779128,1.6362055397221422,1.604496590587462,8,8,7,0,0,0,3.2493539039862167,2.7938757929360167,2.083170177774297,4.0,3.0,2.0,1.7504249659035236,1.5726209294027444,1.3180100095987266,9,8,9,0,0,0,4.082543660427598,2.9194142062808366,2.3904769363301748,5.0,4.0,3.0,2.1864855016496,1.6117878971534099,1.4447585530611184,9,7,7,0,0,0,0.0,0.0,10.0,23.0,0.0,177.0,0.0,0.0,0.0,0.0,98.0,0.0,8.0,1.0,0.0,0.0,6.0,0.0,1.0,20.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,95.0,164.0,0.0,0.0,420.0,1228.0,5.847619047619048,328.0,2.933333333333333,5.0,2.0,4.0,179.0,5.0,0.0047619047619047615,4.0,0.4261904761904762,119894.85699999989,97.63424837133542,59974.979999999974,97.36198051948048,616.0,420.0,328.0,119894.85699999989,59974.979999999974,1.2614248027760435,0.0
